city,agency,route_id,route_short_name,route_full_name,origin_stop,destination_stop,direction_id,trip_count,stop_count,first_departure,last_departure
Bengaluru (Bangalore),BMTC,2751,D24G-KRPGH,KR Pura Bus Stand 1 → Depot-24 Gate,KR Pura Bus Stand 1,Depot-24 Gate,1,1,2,18:40:00,18:40:00
Bengaluru (Bangalore),BMTC,2752,SJH-KRMTTMC,St Johns Hospital → Koramangala Bus Station,St Johns Hospital,Koramangala Bus Station,0,2,6,11:50:00,12:45:00
Bengaluru (Bangalore),BMTC,2754,301-F,Kittaganuru → Kempegowda Bus Station,Kittaganuru,Kempegowda Bus Station,1,1,34,07:25:00,07:25:00
Bengaluru (Bangalore),BMTC,2759,G-8,Nelamangala Bus Station → MG Road Metro Station,Nelamangala Bus Station,MG Road Metro Station,1,7,47,07:00:00,17:55:00
Bengaluru (Bangalore),BMTC,2759,G-8,MG Road Metro Station → Nelamangala Bus Station,MG Road Metro Station,Nelamangala Bus Station,0,7,47,08:45:00,19:40:00
Bengaluru (Bangalore),BMTC,2764,252 PSS-KMT,KR Market → Peenya 2nd stage,KR Market,Peenya 2nd stage,1,2,29,10:30:00,17:20:00
Bengaluru (Bangalore),BMTC,2767,250-E PSS-TMH,Peenya 2nd Stage → Thammenahalli,Peenya 2nd Stage,Thammenahalli,0,1,19,06:35:00,06:35:00
Bengaluru (Bangalore),BMTC,2770,250-F PSS-SSHL,Somashettyhalli → Peenya 2nd Stage,Somashettyhalli,Peenya 2nd Stage,1,1,22,18:30:00,18:30:00
Bengaluru (Bangalore),BMTC,2770,250-F PSS-SSHL,Peenya 2nd Stage → Somashettyhalli,Peenya 2nd Stage,Somashettyhalli,0,1,21,07:45:00,07:45:00
Bengaluru (Bangalore),BMTC,2772,500-DC D32 SRYN-HBLB,Surya Nagara → Hebbala Bridge,Surya Nagara,Hebbala Bridge,0,4,59,07:46:00,08:31:00
Bengaluru (Bangalore),BMTC,2775,500-QK,Kadugodi Bus Station → Chowdeshwarinagara JP Park,Kadugodi Bus Station,Chowdeshwarinagara JP Park,0,5,40,05:20:00,19:20:00
Bengaluru (Bangalore),BMTC,2775,500-QK,Chowdeshwarinagara JP Park → Kadugodi Bus Station,Chowdeshwarinagara JP Park,Kadugodi Bus Station,1,6,39,06:40:00,21:40:00
Bengaluru (Bangalore),BMTC,2780,250-S PSS-GLB,Peenya 2nd Stage → Geleyara Balaga Layout,Peenya 2nd Stage,Geleyara Balaga Layout,0,1,16,13:20:00,13:20:00
Bengaluru (Bangalore),BMTC,2780,250-S PSS-GLB,Geleyara Balaga Layout → Peenya 2nd Stage,Geleyara Balaga Layout,Peenya 2nd Stage,1,1,17,10:30:00,10:30:00
Bengaluru (Bangalore),BMTC,2781,250-S GBL-VSD-KBS,Kempegowda Bus Station - Platform 20B → Geleyara Balaga Layout,Kempegowda Bus Station - Platform 20B,Geleyara Balaga Layout,1,1,32,17:45:00,17:45:00
Bengaluru (Bangalore),BMTC,2781,250-S GBL-VSD-KBS,Geleyara Balaga Layout → Kempegowda Bus Station - Platform 20B,Geleyara Balaga Layout,Kempegowda Bus Station - Platform 20B,0,2,29,08:25:00,15:55:00
Bengaluru (Bangalore),BMTC,2783,257-D,Kuduregere Madanayakanahalli → KR Market,Kuduregere Madanayakanahalli,KR Market,1,1,40,08:10:00,08:10:00
Bengaluru (Bangalore),BMTC,2783,257-D,KR Market → Kuduregere Madanayakanahalli,KR Market,Kuduregere Madanayakanahalli,0,1,37,20:25:00,20:25:00
Bengaluru (Bangalore),BMTC,2785,360 CPR-KRM,Chandapura → Koramangala Bus Station,Chandapura,Koramangala Bus Station,0,2,27,16:45:00,19:05:00
Bengaluru (Bangalore),BMTC,2786,250-SB PSS-SVG,Sasuveghatta → Peenya 2nd Stage,Sasuveghatta,Peenya 2nd Stage,1,1,22,11:05:00,11:05:00
Bengaluru (Bangalore),BMTC,2787,251-C PSS-RPS-LGR,Peenya 2nd Stage → Laggere New Bus Stand,Peenya 2nd Stage,Laggere New Bus Stand,0,2,12,06:20:00,07:20:00
Bengaluru (Bangalore),BMTC,2787,251-C PSS-RPS-LGR,Laggere New Bus Stand → Peenya 2nd Stage,Laggere New Bus Stand,Peenya 2nd Stage,1,1,13,21:40:00,21:40:00
Bengaluru (Bangalore),BMTC,2788,301-E SBS-TCP-KRPGH,Shivajinagara Bus Station - Platform 4 → KR Pura Bus Stand,Shivajinagara Bus Station - Platform 4,KR Pura Bus Stand,0,2,35,09:20:00,09:40:00
Bengaluru (Bangalore),BMTC,2788,301-E SBS-TCP-KRPGH,KR Pura Bus Stand → Shivajinagara Bus Station - Platform 4,KR Pura Bus Stand,Shivajinagara Bus Station - Platform 4,1,3,32,08:05:00,14:10:00
Bengaluru (Bangalore),BMTC,2790,301,Maragondanahalli → KR Market,Maragondanahalli,KR Market,1,1,31,05:05:00,05:05:00
Bengaluru (Bangalore),BMTC,2790,301,KR Market → Maragondanahalli,KR Market,Maragondanahalli,0,1,35,06:15:00,06:15:00
Bengaluru (Bangalore),BMTC,2791,TR-4,Nagawara → Jagajeevanram Nagara,Nagawara,Jagajeevanram Nagara,1,22,30,06:45:00,21:25:00
Bengaluru (Bangalore),BMTC,2791,TR-4,Jagajeevanram Nagara → Nagawara,Jagajeevanram Nagara,Nagawara,0,26,31,05:30:00,19:20:00
Bengaluru (Bangalore),BMTC,2792,251-E,Laggere New Bus Stand → KR Market (Kalasipalya),Laggere New Bus Stand,KR Market (Kalasipalya),1,14,32,04:55:00,19:30:00
Bengaluru (Bangalore),BMTC,2792,251-E,KR Market (Kalasipalya) → Laggere New Bus Stand,KR Market (Kalasipalya),Laggere New Bus Stand,0,14,32,05:55:00,21:10:00
Bengaluru (Bangalore),BMTC,2795,D27-JAPC,Jigani APC Circle → Depot-27 Jigani,Jigani APC Circle,Depot-27 Jigani,1,11,2,11:54:00,21:44:00
Bengaluru (Bangalore),BMTC,2795,D27-JAPC,Depot-27 Jigani → Jigani APC Circle,Depot-27 Jigani,Jigani APC Circle,0,10,2,06:50:00,14:55:00
Bengaluru (Bangalore),BMTC,2796,301 SBS-MRG,Shivajinagara Bus Station - Platform 4 → Maragondanahalli,Shivajinagara Bus Station - Platform 4,Maragondanahalli,0,4,29,08:40:00,21:30:00
Bengaluru (Bangalore),BMTC,2796,301 SBS-MRG,Maragondanahalli → Shivajinagara Bus Station - Platform 4,Maragondanahalli,Shivajinagara Bus Station - Platform 4,1,4,25,07:25:00,19:50:00
Bengaluru (Bangalore),BMTC,2799,301-A,Kalkere → KR Market,Kalkere,KR Market,1,5,27,05:30:00,19:25:00
Bengaluru (Bangalore),BMTC,2799,301-A,KR Market → Kalkere,KR Market,Kalkere,0,5,32,06:35:00,20:55:00
Bengaluru (Bangalore),BMTC,2800,301-D,Shivajinagara Bus Station - Platform 4 → Hosakote Bus Stand (Old),Shivajinagara Bus Station - Platform 4,Hosakote Bus Stand (Old),0,2,51,10:30:00,15:15:00
Bengaluru (Bangalore),BMTC,2800,301-D,Hosakote Bus Stand (Old) → Shivajinagara Bus Station - Platform 4,Hosakote Bus Stand (Old),Shivajinagara Bus Station - Platform 4,1,2,48,08:30:00,12:50:00
Bengaluru (Bangalore),BMTC,2801,TR-4A,RK Hegde Nagara → Jagajeevanram Nagara,RK Hegde Nagara,Jagajeevanram Nagara,1,4,37,06:40:00,20:35:00
Bengaluru (Bangalore),BMTC,2801,TR-4A,Jagajeevanram Nagara → RK Hegde Nagara,Jagajeevanram Nagara,RK Hegde Nagara,0,4,41,05:15:00,18:40:00
Bengaluru (Bangalore),BMTC,2802,K-2,Mysore Road Bus Station → Hebbala,Mysore Road Bus Station,Hebbala,0,110,28,04:55:00,22:20:00
Bengaluru (Bangalore),BMTC,2802,K-2,Hebbala → Mysore Road Bus Station,Hebbala,Mysore Road Bus Station,1,105,28,05:00:00,22:20:00
Bengaluru (Bangalore),BMTC,2804,251-M KLP-KBS,Karlapura → Kempegowda Bus Station,Karlapura,Kempegowda Bus Station,1,1,50,08:15:00,08:15:00
Bengaluru (Bangalore),BMTC,2807,252-FB,Thigalarapalya → Kempegowda Bus Station,Thigalarapalya,Kempegowda Bus Station,1,1,35,08:50:00,08:50:00
Bengaluru (Bangalore),BMTC,2807,252-FB,Kempegowda Bus Station → Thigalarapalya,Kempegowda Bus Station,Thigalarapalya,0,2,35,17:30:00,20:25:00
Bengaluru (Bangalore),BMTC,2808,500-A PPLO-HBLB,Poornaprajna Layout → Hebbala Bridge,Poornaprajna Layout,Hebbala Bridge,0,2,54,14:31:00,15:16:00
Bengaluru (Bangalore),BMTC,2808,500-A PPLO-HBLB,Hebbala Bridge → Poornaprajna Layout,Hebbala Bridge,Poornaprajna Layout,1,1,54,09:45:00,09:45:00
Bengaluru (Bangalore),BMTC,2809,296-D,Shivajinagara Bus Station - Platform 9 → HBR Layout 5th Block,Shivajinagara Bus Station - Platform 9,HBR Layout 5th Block,0,1,21,15:25:00,15:25:00
Bengaluru (Bangalore),BMTC,2809,296-D,5th Block HBR Layout → Shivajinagara Bus Station - Platform 9,5th Block HBR Layout,Shivajinagara Bus Station - Platform 9,1,2,18,14:15:00,18:20:00
Bengaluru (Bangalore),BMTC,2810,319-C D24G-KDG,Kadugodi Bus Station → Depot-24 Gate,Kadugodi Bus Station,Depot-24 Gate,1,1,23,10:55:00,10:55:00
Bengaluru (Bangalore),BMTC,2811,360-N,Narasapura → KR Market (Kalasipalya) - Platform 3B,Narasapura,KR Market (Kalasipalya) - Platform 3B,1,1,47,05:00:00,05:00:00
Bengaluru (Bangalore),BMTC,2811,360-N,KR Market (Kalasipalya) - Platform 3B → Narasapura 1,KR Market (Kalasipalya) - Platform 3B,Narasapura 1,0,1,50,06:40:00,06:40:00
Bengaluru (Bangalore),BMTC,2812,317-A KBS-VSD-HSK,Kempegowda Bus Station → Hosakote Bus Stand (Old),Kempegowda Bus Station,Hosakote Bus Stand (Old),0,1,38,17:05:00,17:05:00
Bengaluru (Bangalore),BMTC,2812,317-A KBS-VSD-HSK,Hosakote Bus Stand (Old) → Kempegowda Bus Station,Hosakote Bus Stand (Old),Kempegowda Bus Station,1,1,40,08:25:00,08:25:00
Bengaluru (Bangalore),BMTC,2813,252-FC,Thigalarapalya → Kempegowda Bus Station,Thigalarapalya,Kempegowda Bus Station,1,6,38,05:25:00,20:05:00
Bengaluru (Bangalore),BMTC,2813,252-FC,Kempegowda Bus Station → Thigalarapalya,Kempegowda Bus Station,Thigalarapalya,0,5,38,06:25:00,21:10:00
Bengaluru (Bangalore),BMTC,2814,500-FB,Kadugodi Bus Station → Central Silk Board,Kadugodi Bus Station,Central Silk Board,1,8,30,08:15:00,15:15:00
Bengaluru (Bangalore),BMTC,2814,500-FB,Central Silk Board → Kadugodi Bus Station,Central Silk Board,Kadugodi Bus Station,0,7,31,08:55:00,16:45:00
Bengaluru (Bangalore),BMTC,2815,75-H,Mysore Road Bus Station → Malleshwara Bus Stand,Mysore Road Bus Station,Malleshwara Bus Stand,0,1,26,15:15:00,15:15:00
Bengaluru (Bangalore),BMTC,2816,317 D24G-HSK,Hosakote Bus Stand (Old) → Depot-24 Gate,Hosakote Bus Stand (Old),Depot-24 Gate,1,2,23,17:40:00,20:30:00
Bengaluru (Bangalore),BMTC,2816,317 D24G-HSK,Depot-24 Gate → Hosakote Bus Stand (Old),Depot-24 Gate,Hosakote Bus Stand (Old),0,2,23,06:32:00,18:56:00
Bengaluru (Bangalore),BMTC,2820,310,Shivajinagara Bus Station - Platform 4 → KR Pura Market,Shivajinagara Bus Station - Platform 4,KR Pura Market,0,3,16,11:05:00,12:45:00
Bengaluru (Bangalore),BMTC,2822,310-E,Shivajinagara Bus Station - Platform 4 → Kittaganuru,Shivajinagara Bus Station - Platform 4,Kittaganuru,0,5,22,06:25:00,22:00:00
Bengaluru (Bangalore),BMTC,2822,310-E,Kittaganuru → Shivajinagara Bus Station - Platform 4,Kittaganuru,Shivajinagara Bus Station - Platform 4,1,5,21,05:30:00,20:30:00
Bengaluru (Bangalore),BMTC,2825,301-T,TC Palya → B Channasandra Bridge(Ramamurthy Nagara Ring Road),TC Palya,B Channasandra Bridge(Ramamurthy Nagara Ring Road),0,44,11,06:35:00,21:25:00
Bengaluru (Bangalore),BMTC,2825,301-T,B Channasandra Bridge(Ramamurthy Nagara Ring Road) → TC Palya,B Channasandra Bridge(Ramamurthy Nagara Ring Road),TC Palya,1,43,11,06:10:00,21:00:00
Bengaluru (Bangalore),BMTC,2826,252-L,Peenya 2nd Stage → Bandi Reddy Circle,Peenya 2nd Stage,Bandi Reddy Circle,1,2,25,07:40:00,16:50:00
Bengaluru (Bangalore),BMTC,2826,252-L,Bandi Reddy Circle → Peenya 2nd Stage,Bandi Reddy Circle,Peenya 2nd Stage,0,2,25,08:45:00,17:55:00
Bengaluru (Bangalore),BMTC,2830,D10G-BBSP,Depot-10 Gate → Babusabpalya,Depot-10 Gate,Babusabpalya,0,1,3,07:51:00,07:51:00
Bengaluru (Bangalore),BMTC,2830,D10G-BBSP,Babusabpalya → Depot-10 Gate,Babusabpalya,Depot-10 Gate,1,1,5,06:56:00,06:56:00
Bengaluru (Bangalore),BMTC,2833,360-Q,KR Market (Kalasipalya) - Platform 3B → Dasanapura,KR Market (Kalasipalya) - Platform 3B,Dasanapura,0,1,46,07:00:00,07:00:00
Bengaluru (Bangalore),BMTC,2833,360-Q,Dasanapura → KR Market (Kalasipalya) - Platform 3B,Dasanapura,KR Market (Kalasipalya) - Platform 3B,1,1,43,05:20:00,05:20:00
Bengaluru (Bangalore),BMTC,2834,302-A,Kempegowda Bus Station → Babusabpalya,Kempegowda Bus Station,Babusabpalya,0,22,25,06:25:00,21:30:00
Bengaluru (Bangalore),BMTC,2834,302-A,Babusabpalya → Kempegowda Bus Station,Babusabpalya,Kempegowda Bus Station,1,22,22,05:30:00,19:40:00
Bengaluru (Bangalore),BMTC,2835,276 PTH-VRP-KBS,Puttenahalli → Kempegowda Bus Station,Puttenahalli,Kempegowda Bus Station,0,10,42,05:50:00,15:46:00
Bengaluru (Bangalore),BMTC,2835,276 PTH-VRP-KBS,Kempegowda Bus Station → Puttenahalli,Kempegowda Bus Station,Puttenahalli,1,10,43,11:45:00,21:45:00
Bengaluru (Bangalore),BMTC,2836,252-RA,Kempegowda Bus Station → Annapoorneshwarinagara (HGH),Kempegowda Bus Station,Annapoorneshwarinagara (HGH),0,2,28,08:35:00,17:30:00
Bengaluru (Bangalore),BMTC,2836,252-RA,Annapoorneshwarinagara (HGH) → Kempegowda Bus Station,Annapoorneshwarinagara (HGH),Kempegowda Bus Station,1,3,28,07:30:00,18:20:00
Bengaluru (Bangalore),BMTC,2838,G-3 D6G-BGR,Depot-06 Gate → Brigade Road,Depot-06 Gate,Brigade Road,0,1,8,18:31:00,18:31:00
Bengaluru (Bangalore),BMTC,2840,292-C,Kempegowda Bus Station → K Narayanapura Main Bus Stand,Kempegowda Bus Station,K Narayanapura Main Bus Stand,0,4,30,09:20:00,16:50:00
Bengaluru (Bangalore),BMTC,2840,292-C,K Narayanapura Main Bus Stand → Kempegowda Bus Station,K Narayanapura Main Bus Stand,Kempegowda Bus Station,1,4,29,08:10:00,15:40:00
Bengaluru (Bangalore),BMTC,2841,500-HC,Hebbala Bridge → Chikka Thirupathi,Hebbala Bridge,Chikka Thirupathi,0,7,49,05:45:00,13:35:00
Bengaluru (Bangalore),BMTC,2841,500-HC,Chikka Thirupathi → Hebbala Bridge,Chikka Thirupathi,Hebbala Bridge,1,12,51,07:10:00,21:00:00
Bengaluru (Bangalore),BMTC,2842,360-S,Samanduru → Kempegowda Bus Station,Samanduru,Kempegowda Bus Station,1,1,54,08:25:00,08:25:00
Bengaluru (Bangalore),BMTC,2842,360-S,Kempegowda Bus Station → Samanduru,Kempegowda Bus Station,Samanduru,0,1,57,15:40:00,15:40:00
Bengaluru (Bangalore),BMTC,2844,502-C GGP-RMN-KRPGH,KR Pura Bus Stand 1 → Goraguntepalya,KR Pura Bus Stand 1,Goraguntepalya,1,1,32,15:00:00,15:00:00
Bengaluru (Bangalore),BMTC,2847,500-HG,Hosakote Bus Stand (Old) → Goraguntepalya,Hosakote Bus Stand (Old),Goraguntepalya,0,4,46,09:00:00,13:55:00
Bengaluru (Bangalore),BMTC,2847,500-HG,Goraguntepalya → Hosakote Bus Stand (Old),Goraguntepalya,Hosakote Bus Stand (Old),1,4,46,11:30:00,16:15:00
